class_name,relative_path,filename,format,width,height,aspect_ratio,mean_r,mean_g,mean_b,md5
Kematangan,Master_Dataset\Kematangan\DS1_C4_1084_jpg.rf.cabdcac4c1d8610c77e5e449f0d2e64b.jpg,DS1_C4_1084_jpg.rf.cabdcac4c1d8610c77e5e449f0d2e64b.jpg,JPEG,224,224,1.0,0.4912741184234619,0.4586103856563568,0.23879025876522064,3b069449a7c49c8094df2cc177e681b3
Kematangan,Master_Dataset\Kematangan\DS1_C4_1085_jpg.rf.1b1d5c0a1e1bb0c6a2a13fa9b152f100.jpg,DS1_C4_1085_jpg.rf.1b1d5c0a1e1bb0c6a2a13fa9b152f100.jpg,JPEG,224,224,1.0,0.5020855069160461,0.4744953513145447,0.26473283767700195,4f9c49698e044f1f5b25ff42c6a7f55d
Kematangan,Master_Dataset\Kematangan\DS1_C4_1086_jpg.rf.d44a457a5d0c8a5cba65d34d7dea31bf.jpg,DS1_C4_1086_jpg.rf.d44a457a5d0c8a5cba65d34d7dea31bf.jpg,JPEG,224,224,1.0,0.4059574604034424,0.4466449022293091,0.1754724234342575,059f17b745c847b6314bcb67ea9d365c
Kematangan,Master_Dataset\Kematangan\DS1_C4_1087_jpg.rf.ffa12673c1c8025205bfb548755cf355.jpg,DS1_C4_1087_jpg.rf.ffa12673c1c8025205bfb548755cf355.jpg,JPEG,224,224,1.0,0.5254583954811096,0.48770689964294434,0.38382914662361145,bfcd868860459717d09c57c9aaf2dbad
Kematangan,Master_Dataset\Kematangan\DS1_C4_1088_jpg.rf.b0f6daecbe632cbb14216c71021d8319.jpg,DS1_C4_1088_jpg.rf.b0f6daecbe632cbb14216c71021d8319.jpg,JPEG,224,224,1.0,0.44568467140197754,0.42359527945518494,0.22645306587219238,7c42c9eb65b4294351378aaa30d9b757
Kematangan,Master_Dataset\Kematangan\DS1_C4_1089_jpg.rf.95a9398380e26298fd7f7fb7444df897.jpg,DS1_C4_1089_jpg.rf.95a9398380e26298fd7f7fb7444df897.jpg,JPEG,224,224,1.0,0.4449758529663086,0.45807161927223206,0.2234915792942047,3977897e112b0df8109cc184904a228e
Kematangan,Master_Dataset\Kematangan\DS1_C4_1090_jpg.rf.a40fb64a4bfff2c6eb8172ec50ecda48.jpg,DS1_C4_1090_jpg.rf.a40fb64a4bfff2c6eb8172ec50ecda48.jpg,JPEG,224,224,1.0,0.47291404008865356,0.4166161119937897,0.22969071567058563,ca19d152a32809745be8b7e27f350a69
Kematangan,Master_Dataset\Kematangan\DS1_C4_1091_jpg.rf.2cd1adbc054d0b9e9c4a388e92e19187.jpg,DS1_C4_1091_jpg.rf.2cd1adbc054d0b9e9c4a388e92e19187.jpg,JPEG,224,224,1.0,0.5231568813323975,0.43014684319496155,0.2331857681274414,d9c81f103e9699f68c899acc8dd64b9e
Kematangan,Master_Dataset\Kematangan\DS1_C4_1092_jpg.rf.1faac9efacc0bbc5b726da1b5ede16e1.jpg,DS1_C4_1092_jpg.rf.1faac9efacc0bbc5b726da1b5ede16e1.jpg,JPEG,224,224,1.0,0.49317410588264465,0.48566606640815735,0.27279114723205566,9c839dd9c2b4adb7dc8085fc0be20a2a
Kematangan,Master_Dataset\Kematangan\DS1_C4_1093_jpg.rf.d4a135a066a3e57b13461cd1923d9817.jpg,DS1_C4_1093_jpg.rf.d4a135a066a3e57b13461cd1923d9817.jpg,JPEG,224,224,1.0,0.4329383671283722,0.4555947482585907,0.18877534568309784,43097cbcecdf1ca7b7a65f599fa97d70
Kematangan,Master_Dataset\Kematangan\DS1_C4_1094_jpg.rf.fedddbea58d50bf5ab648d1ca75e7138.jpg,DS1_C4_1094_jpg.rf.fedddbea58d50bf5ab648d1ca75e7138.jpg,JPEG,224,224,1.0,0.5802208185195923,0.4720873236656189,0.32007893919944763,a4a3c8f5f734709885dbc73783f6f66c
Kematangan,Master_Dataset\Kematangan\DS1_C4_1095_jpg.rf.afc9430fbf56975629e188d883cd89b3.jpg,DS1_C4_1095_jpg.rf.afc9430fbf56975629e188d883cd89b3.jpg,JPEG,224,224,1.0,0.4284781515598297,0.43433940410614014,0.18482941389083862,ac028bbff123688cfdb688da64c2768d
Kematangan,Master_Dataset\Kematangan\DS1_C4_1096_jpg.rf.e8cf1cc1242acd396377f36c7e9c7554.jpg,DS1_C4_1096_jpg.rf.e8cf1cc1242acd396377f36c7e9c7554.jpg,JPEG,224,224,1.0,0.45142099261283875,0.45765915513038635,0.26776665449142456,ec56bc1408beafe6f8c928a7724cb398
Kematangan,Master_Dataset\Kematangan\DS1_C4_1097_jpg.rf.6aea147b0a5a83383bc84f28062f088d.jpg,DS1_C4_1097_jpg.rf.6aea147b0a5a83383bc84f28062f088d.jpg,JPEG,224,224,1.0,0.5061928033828735,0.5041202306747437,0.23611289262771606,85922ccb89392e7c7f6fcf1a40379097
Kematangan,Master_Dataset\Kematangan\DS1_C4_1098_jpg.rf.f9b2be70f274219ded55ee7871430423.jpg,DS1_C4_1098_jpg.rf.f9b2be70f274219ded55ee7871430423.jpg,JPEG,224,224,1.0,0.45119017362594604,0.47959375381469727,0.18406881392002106,4edf09ceb9a16628bac4b01e686165f7
Kematangan,Master_Dataset\Kematangan\DS1_C4_1099_jpg.rf.b20c143296773b4525be0f184e8a2945.jpg,DS1_C4_1099_jpg.rf.b20c143296773b4525be0f184e8a2945.jpg,JPEG,224,224,1.0,0.5131928324699402,0.4616377353668213,0.35384833812713623,ae41d05bfec12d76c0be79b511dee5ac
Kematangan,Master_Dataset\Kematangan\DS1_C4_1100_jpg.rf.35e63c6084a0d9e4ff5b3957e6f40835.jpg,DS1_C4_1100_jpg.rf.35e63c6084a0d9e4ff5b3957e6f40835.jpg,JPEG,224,224,1.0,0.6126113533973694,0.467603474855423,0.2740066945552826,d62489f0e6b8ac16382268e4fcbfd9d6
Kematangan,Master_Dataset\Kematangan\DS1_C4_1101_jpg.rf.468efd41809f18584691bf6320243c44.jpg,DS1_C4_1101_jpg.rf.468efd41809f18584691bf6320243c44.jpg,JPEG,224,224,1.0,0.6025974154472351,0.5056849718093872,0.314808189868927,a7b359d5b698d09d3ac8ed05a0166152
Kematangan,Master_Dataset\Kematangan\DS1_C4_1102_jpg.rf.713ff64dad0bdb5ee0c8f1980a4e4f33.jpg,DS1_C4_1102_jpg.rf.713ff64dad0bdb5ee0c8f1980a4e4f33.jpg,JPEG,224,224,1.0,0.47769781947135925,0.45541349053382874,0.19292543828487396,9373f8bd0f822c4a8ede3d04fc2bbfb3
Kematangan,Master_Dataset\Kematangan\DS1_C4_1103_jpg.rf.a1546f1e06f67354b9dc0c738e7f7ba4.jpg,DS1_C4_1103_jpg.rf.a1546f1e06f67354b9dc0c738e7f7ba4.jpg,JPEG,224,224,1.0,0.37594735622406006,0.4135040044784546,0.201578751206398,b93524c5188d61923d86857c11809b00
Kematangan,Master_Dataset\Kematangan\DS1_C4_1104_jpg.rf.0d9e68ffac7364ec886bc0b1727028d7.jpg,DS1_C4_1104_jpg.rf.0d9e68ffac7364ec886bc0b1727028d7.jpg,JPEG,224,224,1.0,0.4387790858745575,0.450706422328949,0.18375739455223083,e43c5c78b6ff8e2847d8e57fe4f3d228
Kematangan,Master_Dataset\Kematangan\DS1_C4_1105_jpg.rf.6e692e86821bf511284c105b01b1d37f.jpg,DS1_C4_1105_jpg.rf.6e692e86821bf511284c105b01b1d37f.jpg,JPEG,224,224,1.0,0.41396087408065796,0.41718989610671997,0.29087021946907043,8376c50bcdf78957819f9a0af0595649
Kematangan,Master_Dataset\Kematangan\DS1_C4_1106_jpg.rf.07f97e061b3b11974924b88485330a90.jpg,DS1_C4_1106_jpg.rf.07f97e061b3b11974924b88485330a90.jpg,JPEG,224,224,1.0,0.44951727986335754,0.44113829731941223,0.2655101418495178,d8499e0a8850fd527d77f201ffe91646
Kematangan,Master_Dataset\Kematangan\DS1_C4_1107_jpg.rf.004f30ff8efcda3cb8c81f460f78b640.jpg,DS1_C4_1107_jpg.rf.004f30ff8efcda3cb8c81f460f78b640.jpg,JPEG,224,224,1.0,0.4552922546863556,0.45782309770584106,0.23944619297981262,5f84319eff4f6f83b45a37c064315c77
Kematangan,Master_Dataset\Kematangan\DS1_C4_1108_jpg.rf.b78816ae32857c4ae020df650913f7f4.jpg,DS1_C4_1108_jpg.rf.b78816ae32857c4ae020df650913f7f4.jpg,JPEG,224,224,1.0,0.49041980504989624,0.49811607599258423,0.3095669746398926,148d67b091e6ea780d58f3fd8b2f9afd
Kematangan,Master_Dataset\Kematangan\DS1_C4_1109_jpg.rf.eff30e5141ee99d399a69f76677cd986.jpg,DS1_C4_1109_jpg.rf.eff30e5141ee99d399a69f76677cd986.jpg,JPEG,224,224,1.0,0.5121262669563293,0.45991769433021545,0.3212476670742035,190efda89030234bfc23700794dd432d
Kematangan,Master_Dataset\Kematangan\DS1_C4_1110_jpg.rf.6075f47643905014fc5035db0f28079b.jpg,DS1_C4_1110_jpg.rf.6075f47643905014fc5035db0f28079b.jpg,JPEG,224,224,1.0,0.5064271092414856,0.4867364764213562,0.2829172611236572,f4118383929081716f88e010b1c1c84b
Kematangan,Master_Dataset\Kematangan\DS1_C4_1111_jpg.rf.3053cbc577971ec2f20b75bad2410c47.jpg,DS1_C4_1111_jpg.rf.3053cbc577971ec2f20b75bad2410c47.jpg,JPEG,224,224,1.0,0.47018659114837646,0.43483465909957886,0.17067725956439972,b33b8255de30702ae1df7e8ad5dd3627
Kematangan,Master_Dataset\Kematangan\DS1_C4_1112_jpg.rf.b0d1d20f9480a577bb0291630cd8d749.jpg,DS1_C4_1112_jpg.rf.b0d1d20f9480a577bb0291630cd8d749.jpg,JPEG,224,224,1.0,0.36995866894721985,0.4381820857524872,0.22830386459827423,fb1a422cdf7d8ca2c03f5a747f66fb95
Kematangan,Master_Dataset\Kematangan\DS1_C4_1113_jpg.rf.3af28e160d01670420e4a1dd111972cc.jpg,DS1_C4_1113_jpg.rf.3af28e160d01670420e4a1dd111972cc.jpg,JPEG,224,224,1.0,0.47076115012168884,0.4442799985408783,0.22769291698932648,71ed7efdd2421caf3a36614f9d858309
Kematangan,Master_Dataset\Kematangan\DS1_C4_1114_jpg.rf.76632576468e4ec2cec510962cea5401.jpg,DS1_C4_1114_jpg.rf.76632576468e4ec2cec510962cea5401.jpg,JPEG,224,224,1.0,0.4361468553543091,0.4747200012207031,0.26696261763572693,3241eedbaf402e972207b1b099e97bb7
Kematangan,Master_Dataset\Kematangan\DS1_C4_1115_jpg.rf.495f6cced6ea25b8816c3709f12f365b.jpg,DS1_C4_1115_jpg.rf.495f6cced6ea25b8816c3709f12f365b.jpg,JPEG,224,224,1.0,0.5808493494987488,0.4923073649406433,0.2801419794559479,54c6c09da0bac1afff209473a7a70f58
Kematangan,Master_Dataset\Kematangan\DS1_C4_1116_jpg.rf.d56e4b52f0859876e59715dac19525d7.jpg,DS1_C4_1116_jpg.rf.d56e4b52f0859876e59715dac19525d7.jpg,JPEG,224,224,1.0,0.5526548624038696,0.5377509593963623,0.3805997967720032,02b3a0d8fba4b844bba6bf7a76f85e80
Kematangan,Master_Dataset\Kematangan\DS1_C4_1117_jpg.rf.9f7741bbd499e9c69821032590a2c99f.jpg,DS1_C4_1117_jpg.rf.9f7741bbd499e9c69821032590a2c99f.jpg,JPEG,224,224,1.0,0.4792213439941406,0.4380611181259155,0.2687360942363739,07d6422fba2d7400f74c2332f586df2a
Kematangan,Master_Dataset\Kematangan\DS1_C4_1118_jpg.rf.84466b750eeada0558164b5e05855843.jpg,DS1_C4_1118_jpg.rf.84466b750eeada0558164b5e05855843.jpg,JPEG,224,224,1.0,0.44221070408821106,0.45904937386512756,0.29428061842918396,fbe29f8f548eabc03a9b0b4ac1e5068d
Kematangan,Master_Dataset\Kematangan\DS1_C4_1119_jpg.rf.3fb834c6557325972e1de243f3d8a5c9.jpg,DS1_C4_1119_jpg.rf.3fb834c6557325972e1de243f3d8a5c9.jpg,JPEG,224,224,1.0,0.3962741792201996,0.40808308124542236,0.297647088766098,07053ec89c23d115f922f9f454e54771
Kematangan,Master_Dataset\Kematangan\DS1_C4_1120_jpg.rf.b564d37eebcb84f37e7ed206f1496ef3.jpg,DS1_C4_1120_jpg.rf.b564d37eebcb84f37e7ed206f1496ef3.jpg,JPEG,224,224,1.0,0.4219359755516052,0.4669362008571625,0.20851026475429535,34f9b656e5ed86a47a74ca7556bcc8ae
Kematangan,Master_Dataset\Kematangan\DS1_C4_1121_jpg.rf.6635235588544c21472c883e960fb547.jpg,DS1_C4_1121_jpg.rf.6635235588544c21472c883e960fb547.jpg,JPEG,224,224,1.0,0.5552990436553955,0.5489293932914734,0.5159742832183838,a66a9ce19a2ea7a450df5c259f59639a
Kematangan,Master_Dataset\Kematangan\DS1_C4_1122_jpg.rf.b3b66d892cb11853e52595a9fff8872e.jpg,DS1_C4_1122_jpg.rf.b3b66d892cb11853e52595a9fff8872e.jpg,JPEG,224,224,1.0,0.537918746471405,0.5172838568687439,0.31076616048812866,189c6b2626d2b1d51b66bcb1d002f3fc
Kematangan,Master_Dataset\Kematangan\DS1_C4_1123_jpg.rf.65e88a60829dfbdbecfb6b16dd304961.jpg,DS1_C4_1123_jpg.rf.65e88a60829dfbdbecfb6b16dd304961.jpg,JPEG,224,224,1.0,0.46210357546806335,0.46749430894851685,0.17423352599143982,69270d2b37154f12f158e1e7aad89f2f
Kematangan,Master_Dataset\Kematangan\DS1_C4_1124_jpg.rf.33efd93efecf455391d8e2f9ed655fea.jpg,DS1_C4_1124_jpg.rf.33efd93efecf455391d8e2f9ed655fea.jpg,JPEG,224,224,1.0,0.40283283591270447,0.43612903356552124,0.18589089810848236,09724eeb3b4b25cab86488df089dd6fc
Kematangan,Master_Dataset\Kematangan\DS1_C4_1125_jpg.rf.128917c11712fa1839298d80bb1917b2.jpg,DS1_C4_1125_jpg.rf.128917c11712fa1839298d80bb1917b2.jpg,JPEG,224,224,1.0,0.3415775001049042,0.33274632692337036,0.22391608357429504,3e5c2ecd3515b85da1b5cb20413b53f8
Kematangan,Master_Dataset\Kematangan\DS1_C4_1126_jpg.rf.75f8d4596f089d81728d33e96c65bd42.jpg,DS1_C4_1126_jpg.rf.75f8d4596f089d81728d33e96c65bd42.jpg,JPEG,224,224,1.0,0.4163755774497986,0.410427063703537,0.1839050054550171,e3677d8a1af4d2fc91c8a5611ef0a72f
Kematangan,Master_Dataset\Kematangan\DS1_C4_1127_jpg.rf.17f19342404f7df18473c97cf58783bb.jpg,DS1_C4_1127_jpg.rf.17f19342404f7df18473c97cf58783bb.jpg,JPEG,224,224,1.0,0.486031174659729,0.436551958322525,0.26757046580314636,aa8adf8c824f4e2fbd7a88c3e5eb6b34
Kematangan,Master_Dataset\Kematangan\DS1_C4_1128_jpg.rf.ecf42cf0713fbdf1803f3711f291e6f5.jpg,DS1_C4_1128_jpg.rf.ecf42cf0713fbdf1803f3711f291e6f5.jpg,JPEG,224,224,1.0,0.44312340021133423,0.44599854946136475,0.31054866313934326,252fd0a189cdcde15f1aac41d602ce35
Kematangan,Master_Dataset\Kematangan\DS1_C4_1129_jpg.rf.1db9fd3906fa01bf25de4bbe81ed114a.jpg,DS1_C4_1129_jpg.rf.1db9fd3906fa01bf25de4bbe81ed114a.jpg,JPEG,224,224,1.0,0.42915329337120056,0.42829468846321106,0.39030396938323975,97d050b370c4321dfe2c5fabf6e9f73b
Kematangan,Master_Dataset\Kematangan\DS1_C4_1130_jpg.rf.0775ca6ff24ad86da0f4137bf8009720.jpg,DS1_C4_1130_jpg.rf.0775ca6ff24ad86da0f4137bf8009720.jpg,JPEG,224,224,1.0,0.4957282245159149,0.42408522963523865,0.312569797039032,21ce9f1c7159bd3e5b2640c9ed1cb17d
Kematangan,Master_Dataset\Kematangan\DS1_C4_1131_jpg.rf.3373d41981a86f68c72cf16d12e8a8fd.jpg,DS1_C4_1131_jpg.rf.3373d41981a86f68c72cf16d12e8a8fd.jpg,JPEG,224,224,1.0,0.5638035535812378,0.4751119315624237,0.29579421877861023,68099e234b53190b7da10cf313dec5f9
Kematangan,Master_Dataset\Kematangan\DS1_C4_1132_jpg.rf.98804655c3a0ef71932d89dc401d5ed0.jpg,DS1_C4_1132_jpg.rf.98804655c3a0ef71932d89dc401d5ed0.jpg,JPEG,224,224,1.0,0.4198436737060547,0.34485146403312683,0.2733787000179291,3417fe4fb7d23725a2adf097c4b42b55
Kematangan,Master_Dataset\Kematangan\DS1_C4_1133_jpg.rf.bf1ae7e22ab5315235e200be7f4ba57f.jpg,DS1_C4_1133_jpg.rf.bf1ae7e22ab5315235e200be7f4ba57f.jpg,JPEG,224,224,1.0,0.5399370193481445,0.47990676760673523,0.3587363362312317,abfa5153099f1ab79d14dd6b0d8bd373
Kematangan,Master_Dataset\Kematangan\DS1_C4_1134_jpg.rf.611f8eb677823dc76b6086eecb3eb52a.jpg,DS1_C4_1134_jpg.rf.611f8eb677823dc76b6086eecb3eb52a.jpg,JPEG,224,224,1.0,0.427913635969162,0.4121513068675995,0.37059611082077026,6926d8530a03632c1bf2e9b16ea51208
Kematangan,Master_Dataset\Kematangan\DS1_C4_1135_jpg.rf.cd7ebbe7cf683297ef55aec762500c98.jpg,DS1_C4_1135_jpg.rf.cd7ebbe7cf683297ef55aec762500c98.jpg,JPEG,224,224,1.0,0.5171339511871338,0.42216962575912476,0.2414969503879547,87b2ddc1c276c83673e00518550d4747
Kematangan,Master_Dataset\Kematangan\DS1_C4_1136_jpg.rf.f312898869d1b4e2c6bf9bd23f344f5e.jpg,DS1_C4_1136_jpg.rf.f312898869d1b4e2c6bf9bd23f344f5e.jpg,JPEG,224,224,1.0,0.47124114632606506,0.4630245566368103,0.20886172354221344,6d463b47be0fa59110be98087ec0137d
Kematangan,Master_Dataset\Kematangan\DS1_C4_1137_jpg.rf.e61ee8df8bbb99d48a58c87c0b1375b6.jpg,DS1_C4_1137_jpg.rf.e61ee8df8bbb99d48a58c87c0b1375b6.jpg,JPEG,224,224,1.0,0.4365110695362091,0.46722155809402466,0.20264531672000885,569db4f8298c21b9a2b992fcffef3200
Kematangan,Master_Dataset\Kematangan\DS1_C4_1138_jpg.rf.7bea65bef9808fd51e2c84ce6fdb9a27.jpg,DS1_C4_1138_jpg.rf.7bea65bef9808fd51e2c84ce6fdb9a27.jpg,JPEG,224,224,1.0,0.45012640953063965,0.4619089365005493,0.21430905163288116,d06dc55c7f5a60a5fc7e87c4f88735ef
Kematangan,Master_Dataset\Kematangan\DS1_C4_1139_jpg.rf.2a20d2565dc2ee08bece5cb2dd448b30.jpg,DS1_C4_1139_jpg.rf.2a20d2565dc2ee08bece5cb2dd448b30.jpg,JPEG,224,224,1.0,0.5157293081283569,0.5164408683776855,0.20778025686740875,43296608173447b9b8537dbaa8fe465d
Kematangan,Master_Dataset\Kematangan\DS1_C4_1140_jpg.rf.c9c0deba6efc77a448013b1c42b521a8.jpg,DS1_C4_1140_jpg.rf.c9c0deba6efc77a448013b1c42b521a8.jpg,JPEG,224,224,1.0,0.4812944233417511,0.43893754482269287,0.24057649075984955,c4a6113ac29e8b0a2a412f59000754a7
Kematangan,Master_Dataset\Kematangan\DS1_C4_1141_jpg.rf.545e1eb2d7ebaab93f00003264e7a07b.jpg,DS1_C4_1141_jpg.rf.545e1eb2d7ebaab93f00003264e7a07b.jpg,JPEG,224,224,1.0,0.4622577726840973,0.48340484499931335,0.285963237285614,ccb9821a6789537ff4874bf5b017e7e5
Kematangan,Master_Dataset\Kematangan\DS1_C4_1142_jpg.rf.549703b99cc66d899dfddea49a13fd01.jpg,DS1_C4_1142_jpg.rf.549703b99cc66d899dfddea49a13fd01.jpg,JPEG,224,224,1.0,0.5423686504364014,0.5222554802894592,0.18520966172218323,8ef32ab4727a18a6cbc66ceaeb8e2d88
Kematangan,Master_Dataset\Kematangan\DS1_C4_1143_jpg.rf.b39c3dcb38a217d71bc575c0ec3ad03a.jpg,DS1_C4_1143_jpg.rf.b39c3dcb38a217d71bc575c0ec3ad03a.jpg,JPEG,224,224,1.0,0.4660153388977051,0.46585777401924133,0.21010491251945496,ec071e75b65193167a01035d2d3b37a0
Kematangan,Master_Dataset\Kematangan\DS1_C4_1144_jpg.rf.112c0e061d389721a32a61037c2fce38.jpg,DS1_C4_1144_jpg.rf.112c0e061d389721a32a61037c2fce38.jpg,JPEG,224,224,1.0,0.35391977429389954,0.3346782326698303,0.22426266968250275,dbdb122f380057d316471ead2848c85a
Kematangan,Master_Dataset\Kematangan\DS1_C4_1145_jpg.rf.c9d3c48634c820babca7a8077b6ae214.jpg,DS1_C4_1145_jpg.rf.c9d3c48634c820babca7a8077b6ae214.jpg,JPEG,224,224,1.0,0.5353203415870667,0.47933557629585266,0.29177045822143555,cc00f9327dbaa33af1c09604679cad20
Kematangan,Master_Dataset\Kematangan\DS1_C4_1146_jpg.rf.6990a7be5e57314aaea84b149cdff333.jpg,DS1_C4_1146_jpg.rf.6990a7be5e57314aaea84b149cdff333.jpg,JPEG,224,224,1.0,0.4934138059616089,0.45024558901786804,0.25994089245796204,1b8910fe0631066f47ffcb773255bcf4
Kematangan,Master_Dataset\Kematangan\DS1_C4_1147_jpg.rf.30650e0d6b071824eade9ff6a8ba33d3.jpg,DS1_C4_1147_jpg.rf.30650e0d6b071824eade9ff6a8ba33d3.jpg,JPEG,224,224,1.0,0.4438765048980713,0.4687848687171936,0.1978391855955124,78aaa70ea2411d707277afca77a860f9
Kematangan,Master_Dataset\Kematangan\DS1_C4_1148_jpg.rf.05017158ec7fd90daa3a8f86ea7ea5a2.jpg,DS1_C4_1148_jpg.rf.05017158ec7fd90daa3a8f86ea7ea5a2.jpg,JPEG,224,224,1.0,0.5181971788406372,0.5046061277389526,0.3616693615913391,19e2041c6bbca38be4aa588c7afe4671
Kematangan,Master_Dataset\Kematangan\DS1_C4_1149_jpg.rf.aaa14e93ba525009d42a7a977720011e.jpg,DS1_C4_1149_jpg.rf.aaa14e93ba525009d42a7a977720011e.jpg,JPEG,224,224,1.0,0.5053122043609619,0.47760429978370667,0.4777405560016632,3e24d539b425f557556c5891978ff4d4
Kematangan,Master_Dataset\Kematangan\DS1_C4_1150_jpg.rf.dc9fcdffca7809ff5025dbe9b9dd2cce.jpg,DS1_C4_1150_jpg.rf.dc9fcdffca7809ff5025dbe9b9dd2cce.jpg,JPEG,224,224,1.0,0.5032240748405457,0.5274351239204407,0.2624971866607666,ea12465e71733e7b91fd24f551f9d3e1
Kematangan,Master_Dataset\Kematangan\DS1_C4_1151_jpg.rf.162943f3deb3df3987b1bc855b3f7419.jpg,DS1_C4_1151_jpg.rf.162943f3deb3df3987b1bc855b3f7419.jpg,JPEG,224,224,1.0,0.5620773434638977,0.4781859815120697,0.25296276807785034,85a3fd3935451c64fd8d80eebdcd3340
Kematangan,Master_Dataset\Kematangan\DS1_C4_1152_jpg.rf.7b5249c7337e307991e4a2a562a9c80b.jpg,DS1_C4_1152_jpg.rf.7b5249c7337e307991e4a2a562a9c80b.jpg,JPEG,224,224,1.0,0.48363643884658813,0.46808260679244995,0.2738909125328064,a785af8861fa7641cbc6b11d9b95d3bf
Kematangan,Master_Dataset\Kematangan\DS1_C4_1153_jpg.rf.b73d39b4372832b2b628bf3e016d55fd.jpg,DS1_C4_1153_jpg.rf.b73d39b4372832b2b628bf3e016d55fd.jpg,JPEG,224,224,1.0,0.41386133432388306,0.4138571321964264,0.26468634605407715,5115480ea603abe9eea8ac063157d549
Kematangan,Master_Dataset\Kematangan\DS1_C4_1154_jpg.rf.427685e9428e7eab3149a510ea3f3536.jpg,DS1_C4_1154_jpg.rf.427685e9428e7eab3149a510ea3f3536.jpg,JPEG,224,224,1.0,0.5419180989265442,0.45768481492996216,0.2530040442943573,3dbdc06d4878e1269c0182a3d3ea366c
Kematangan,Master_Dataset\Kematangan\DS1_C4_1155_jpg.rf.16160b7f07da2f5b810ae1ea70504afc.jpg,DS1_C4_1155_jpg.rf.16160b7f07da2f5b810ae1ea70504afc.jpg,JPEG,224,224,1.0,0.4668026566505432,0.44602155685424805,0.19162258505821228,462ac3f9482f1505a94e7d825c19ad45
